cve_id,description,actual_full,actual,predicted,correct,metric
CVE-2024-10526,Rapid7 Velociraptor MSI Installer versions below 0.73.3 suffer from a vulnerability whereby it creat...,LOW,L,L,True,AC
CVE-2024-10668,There exists an auth bypass in Google Quickshare where an attacker can upload an unknown file type t...,HIGH,H,L,False,AC
CVE-2024-10964,A vulnerability classified as critical has been found in emqx neuron up to 2.10.0. Affected is the f...,LOW,L,L,True,AC
CVE-2024-10965,A vulnerability classified as problematic was found in emqx neuron up to 2.10.0. Affected by this vu...,LOW,L,L,True,AC
CVE-2024-10966,"A vulnerability, which was classified as critical, has been found in TOTOLINK X18 9.1.0cu.2024_B2022...",LOW,L,L,True,AC
CVE-2024-10967,A vulnerability was found in code-projects E-Health Care System 1.0. It has been classified as criti...,LOW,L,L,True,AC
CVE-2024-47073,DataEase is an open source data visualization analysis tool that helps users quickly analyze data an...,LOW,L,L,True,AC
CVE-2024-51758,Filament is a collection of full-stack components for accelerated Laravel development. All Filament ...,LOW,L,L,True,AC
CVE-2024-10968,A vulnerability was found in 1000 Projects Bookstore Management System 1.0. It has been declared as ...,LOW,L,L,True,AC
CVE-2024-10969,A vulnerability was found in 1000 Projects Bookstore Management System 1.0. It has been rated as cri...,LOW,L,L,True,AC
CVE-2024-10007,A path collision and arbitrary code execution vulnerability was identified in GitHub Enterprise Serv...,HIGH,H,H,True,AC
CVE-2024-10824,An authorization bypass vulnerability was identified in GitHub Enterprise Server that allowed unauth...,LOW,L,H,False,AC
CVE-2024-8810,A GitHub App installed in organizations could upgrade some permissions from read to write access wit...,LOW,L,H,False,AC
CVE-2024-10987,A vulnerability was found in code-projects E-Health Care System 1.0. It has been declared as critica...,LOW,L,L,True,AC
CVE-2024-10988,A vulnerability was found in code-projects E-Health Care System 1.0. It has been rated as critical. ...,LOW,L,L,True,AC
CVE-2024-10989,A vulnerability classified as critical has been found in code-projects E-Health Care System 1.0. Thi...,LOW,L,L,True,AC
CVE-2024-10990,A vulnerability classified as critical was found in SourceCodester Online Veterinary Appointment Sys...,LOW,L,L,True,AC
CVE-2024-10991,"A vulnerability, which was classified as critical, has been found in Codezips Hospital Appointment S...",LOW,L,L,True,AC
CVE-2024-21538,"Versions of the package cross-spawn before 6.0.6, from 7.0.0 and before 7.0.5 are vulnerable to Regu...",LOW,L,L,True,AC
CVE-2024-10993,"A vulnerability, which was classified as critical, was found in Codezips Online Institute Management...",LOW,L,L,True,AC
CVE-2024-10994,A vulnerability has been found in Codezips Online Institute Management System 1.0 and classified as ...,LOW,L,L,True,AC
CVE-2024-10995,A vulnerability was found in Codezips Hospital Appointment System 1.0 and classified as critical. Af...,LOW,L,L,True,AC
CVE-2024-10996,A vulnerability was found in 1000 Projects Bookstore Management System 1.0. It has been classified a...,LOW,L,L,True,AC
CVE-2024-10997,A vulnerability was found in 1000 Projects Bookstore Management System 1.0. It has been declared as ...,LOW,L,L,True,AC
CVE-2024-10998,A vulnerability was found in 1000 Projects Bookstore Management System 1.0. It has been rated as cri...,LOW,L,L,True,AC
CVE-2024-10999,A vulnerability classified as problematic has been found in CodeAstro Real Estate Management System ...,LOW,L,L,True,AC
CVE-2024-11000,A vulnerability classified as problematic was found in CodeAstro Real Estate Management System 1.0. ...,LOW,L,L,True,AC
CVE-2024-9841,A Reflected Cross-Site Scripting (XSS) vulnerability has been identified in OpenText ArcSight Manage...,LOW,L,L,True,AC
CVE-2024-11026,A vulnerability was found in Intelligent Apps Freenow App 12.10.0 on Android. It has been rated as p...,HIGH,H,H,True,AC
CVE-2024-52004,"MediaCMS is an open source video and media CMS, written in Python/Django and React, featuring a REST...",LOW,L,L,True,AC
CVE-2024-52009,Atlantis is a self-hosted golang application that listens for Terraform pull request events via webh...,LOW,L,L,True,AC
CVE-2024-10953,An authenticated data.all user is able to perform mutating UPDATE operations on persisted Notificati...,LOW,L,L,True,AC
CVE-2024-52311,"Authentication tokens issued via Cognito in data.all are not invalidated on log out, allowing for pr...",LOW,L,L,True,AC
CVE-2024-52312,"Due to inconsistent authorization permissions, data.all may allow an external actor with an authenti...",LOW,L,L,True,AC
CVE-2024-52313,An authenticated data.all user is able to manipulate a getDataset query to fetch additional informat...,LOW,L,L,True,AC
CVE-2024-52314,A data.all admin team member who has access to the customer-owned AWS Account where data.all is depl...,LOW,L,L,True,AC
CVE-2024-11046,A vulnerability was found in D-Link DI-8003 16.07.16A1. It has been classified as critical. Affected...,LOW,L,L,True,AC
CVE-2024-11047,A vulnerability was found in D-Link DI-8003 16.07.16A1. It has been declared as critical. Affected b...,LOW,L,L,True,AC
CVE-2024-11048,A vulnerability was found in D-Link DI-8003 16.07.16A1. It has been rated as critical. Affected by t...,LOW,L,L,True,AC
CVE-2024-11049,A vulnerability classified as problematic has been found in ZKTeco ZKBio Time 9.0.1. Affected is an ...,HIGH,H,H,True,AC
CVE-2024-11050,A vulnerability was found in AMTT Hotel Broadband Operation System up to 3.0.3.151204 and classified...,LOW,L,L,True,AC
CVE-2024-11051,A vulnerability was found in AMTT Hotel Broadband Operation System up to 3.0.3.151204. It has been c...,LOW,L,L,True,AC
CVE-2024-11054,A vulnerability classified as critical was found in SourceCodester Simple Music Cloud Community Syst...,LOW,L,L,True,AC
CVE-2024-11055,"A vulnerability, which was classified as critical, has been found in 1000 Projects Beauty Parlour Ma...",LOW,L,L,True,AC
CVE-2024-11056,"A vulnerability, which was classified as critical, was found in Tenda AC10 16.03.10.13. Affected is ...",LOW,L,L,True,AC
CVE-2024-11057,A vulnerability has been found in Codezips Hospital Appointment System 1.0 and classified as critica...,LOW,L,L,True,AC
CVE-2024-11058,A vulnerability was found in CodeAstro Real Estate Management System up to 1.0. It has been declared...,LOW,L,L,True,AC
CVE-2024-11059,A vulnerability was found in Project Worlds Free Download Online Shopping System up to 192.168.1.88....,LOW,L,L,True,AC
CVE-2024-11060,A vulnerability classified as critical has been found in Jinher Network Collaborative Management Pla...,LOW,L,L,True,AC
CVE-2024-11061,A vulnerability classified as critical was found in Tenda AC10 16.03.10.13. Affected by this vulnera...,LOW,L,L,True,AC
CVE-2024-38826,Authenticated users can upload specifically crafted files to leak server resources. This behavior ca...,LOW,L,L,True,AC
CVE-2024-10314,"In Helix Core versions prior to 2024.2, an unauthenticated remote Denial of Service (DoS) via the au...",LOW,L,L,True,AC
CVE-2024-10344,"In Helix Core versions prior to 2024.2, an unauthenticated remote Denial of Service (DoS) via the re...",LOW,L,L,True,AC
CVE-2024-10345,"In Helix Core versions prior to 2024.2, an unauthenticated remote Denial of Service (DoS) via the sh...",LOW,L,L,True,AC
CVE-2024-11070,"A vulnerability, which was classified as problematic, has been found in Sanluan PublicCMS 5.202406.d...",LOW,L,L,True,AC
CVE-2024-39354,If an attacker tricks a valid user into running Delta Electronics DIAScreen with a file containing m...,LOW,L,L,True,AC
CVE-2024-39605,If an attacker tricks a valid user into running Delta Electronics DIAScreen with a file containing m...,LOW,L,L,True,AC
CVE-2024-47131,If an attacker tricks a valid user into running Delta Electronics DIAScreen with a file containing m...,LOW,L,L,True,AC
CVE-2024-11073,A vulnerability classified as problematic has been found in SourceCodester Hospital Management Syste...,LOW,L,L,True,AC
CVE-2024-11074,A vulnerability classified as critical was found in itsourcecode Tailoring Management System 1.0. Th...,LOW,L,L,True,AC
CVE-2024-11076,"A vulnerability, which was classified as critical, has been found in code-projects Job Recruitment 1...",LOW,L,L,True,AC
CVE-2024-11077,"A vulnerability, which was classified as critical, was found in code-projects Job Recruitment 1.0. A...",LOW,L,L,True,AC
CVE-2024-10315,In Gliffy Online an insecure configuration was discovered in versions before 4.14.0-6. Reported by A...,LOW,L,L,True,AC
CVE-2024-11078,A vulnerability has been found in code-projects Job Recruitment 1.0 and classified as problematic. A...,LOW,L,L,True,AC
CVE-2024-51484,Ampache is a web based audio/video streaming application and file manager. The current implementatio...,LOW,L,L,True,AC
CVE-2024-51485,Ampache is a web based audio/video streaming application and file manager. The current implementatio...,LOW,L,L,True,AC
CVE-2024-51487,Ampache is a web based audio/video streaming application and file manager. The current implementatio...,LOW,L,L,True,AC
CVE-2024-51488,Ampache is a web based audio/video streaming application and file manager. The current implementatio...,LOW,L,L,True,AC
CVE-2024-51489,Ampache is a web based audio/video streaming application and file manager. The current implementatio...,LOW,L,L,True,AC
CVE-2024-52286,Stirling-PDF is a locally hosted web application that allows you to perform various operations on PD...,LOW,L,L,True,AC
CVE-2024-23983,Improper handling of canonical URL-encoding may lead to bypass not properly constrained by request r...,LOW,L,L,True,AC
CVE-2024-11096,"A vulnerability, which was classified as critical, was found in code-projects Task Manager 1.0. This...",LOW,L,L,True,AC
CVE-2024-11097,A vulnerability has been found in SourceCodester Student Record Management System 1.0 and classified...,LOW,L,L,True,AC
CVE-2024-11099,A vulnerability was found in code-projects Job Recruitment 1.0 and classified as critical. This issu...,LOW,L,L,True,AC
CVE-2024-11100,A vulnerability was found in 1000 Projects Beauty Parlour Management System 1.0. It has been declare...,LOW,L,L,True,AC
CVE-2024-11101,A vulnerability was found in 1000 Projects Beauty Parlour Management System 1.0. It has been classif...,LOW,L,L,True,AC
CVE-2024-11102,A vulnerability was found in SourceCodester Hospital Management System 1.0. It has been rated as pro...,LOW,L,L,True,AC
CVE-2023-32736,"A vulnerability has been identified in SIMATIC S7-PLCSIM V16 (All versions), SIMATIC S7-PLCSIM V17 (...",LOW,L,L,True,AC
CVE-2024-11121,A vulnerability classified as critical was found in 上海灵当信息科技有限公司 Lingdang CRM up to 8.6.4.3. Affecte...,LOW,L,L,True,AC
CVE-2024-11122,"A vulnerability, which was classified as critical, has been found in 上海灵当信息科技有限公司 Lingdang CRM up to...",LOW,L,L,True,AC
CVE-2024-11123,"A vulnerability, which was classified as problematic, was found in 上海灵当信息科技有限公司 Lingdang CRM up to 8...",LOW,L,L,True,AC
CVE-2024-29119,A vulnerability has been identified in Spectrum Power 7 (All versions < V24Q3). The affected product...,LOW,L,L,True,AC
CVE-2024-36140,"A vulnerability has been identified in OZW672 (All versions < V5.2), OZW772 (All versions < V5.2). T...",LOW,L,L,True,AC
CVE-2024-44102,A vulnerability has been identified in PP TeleControl Server Basic 1000 to 5000 V3.1 (6NH9910-0AA31-...,LOW,L,L,True,AC
CVE-2024-46888,A vulnerability has been identified in SINEC INS (All versions < V1.0 SP2 Update 3). The affected ap...,LOW,L,L,True,AC
CVE-2024-46889,A vulnerability has been identified in SINEC INS (All versions < V1.0 SP2 Update 3). The affected ap...,LOW,L,L,True,AC
CVE-2024-46890,A vulnerability has been identified in SINEC INS (All versions < V1.0 SP2 Update 3). The affected ap...,LOW,L,L,True,AC
CVE-2024-46891,A vulnerability has been identified in SINEC INS (All versions < V1.0 SP2 Update 3). The affected ap...,LOW,L,L,True,AC
CVE-2024-46892,A vulnerability has been identified in SINEC INS (All versions < V1.0 SP2 Update 3). The affected ap...,LOW,L,L,True,AC
CVE-2024-46894,A vulnerability has been identified in SINEC INS (All versions < V1.0 SP2 Update 3). The affected ap...,LOW,L,L,True,AC
CVE-2024-47783,A vulnerability has been identified in SIPORT (All versions < V3.4.0). The affected application impr...,LOW,L,L,True,AC
CVE-2024-47808,A vulnerability has been identified in SINEC NMS (All versions < V3.0 SP1). The affected application...,LOW,L,L,True,AC
CVE-2024-47940,A vulnerability has been identified in Solid Edge SE2024 (All versions < V224.0 Update 9). The affec...,HIGH,H,L,False,AC
CVE-2024-47941,A vulnerability has been identified in Solid Edge SE2024 (All versions < V224.0 Update 9). The affec...,HIGH,H,L,False,AC
CVE-2024-47942,A vulnerability has been identified in Solid Edge SE2024 (All versions < V224.0 Update 9). The affec...,LOW,L,L,True,AC
CVE-2024-50310,A vulnerability has been identified in SIMATIC CP 1543-1 V4.0 (6GK7543-1AX10-0XE0) (All versions >= ...,LOW,L,L,True,AC
CVE-2024-50313,A vulnerability has been identified in Mendix Runtime V10 (All versions < V10.16.0 only if the basic...,LOW,L,L,True,AC
CVE-2024-50557,A vulnerability has been identified in RUGGEDCOM RM1224 LTE(4G) EU (6GK6108-4AM00-2BA2) (All version...,LOW,L,L,True,AC
CVE-2024-50558,A vulnerability has been identified in RUGGEDCOM RM1224 LTE(4G) EU (6GK6108-4AM00-2BA2) (All version...,LOW,L,L,True,AC
CVE-2024-50559,A vulnerability has been identified in RUGGEDCOM RM1224 LTE(4G) EU (6GK6108-4AM00-2BA2) (All version...,LOW,L,L,True,AC
CVE-2024-50560,A vulnerability has been identified in RUGGEDCOM RM1224 LTE(4G) EU (6GK6108-4AM00-2BA2) (All version...,HIGH,H,L,False,AC
CVE-2024-50561,A vulnerability has been identified in RUGGEDCOM RM1224 LTE(4G) EU (6GK6108-4AM00-2BA2) (All version...,LOW,L,L,True,AC
CVE-2024-50572,A vulnerability has been identified in RUGGEDCOM RM1224 LTE(4G) EU (6GK6108-4AM00-2BA2) (All version...,LOW,L,L,True,AC
CVE-2024-11124,A vulnerability has been found in TimGeyssens UIOMatic 5 and classified as critical. This vulnerabil...,LOW,L,L,True,AC
CVE-2024-11125,A vulnerability was found in GetSimpleCMS 3.3.16 and classified as problematic. This issue affects s...,LOW,L,L,True,AC
CVE-2024-11126,A vulnerability was found in Digistar AG-30 Plus 2.6b. It has been classified as problematic. Affect...,HIGH,H,H,True,AC
CVE-2024-11127,A vulnerability was found in code-projects Job Recruitment up to 1.0. It has been declared as critic...,LOW,L,L,True,AC
CVE-2024-11130,A vulnerability was found in ZZCMS up to 2023. It has been rated as problematic. Affected by this is...,LOW,L,L,True,AC
CVE-2024-2315,APTIOV contains a vulnerability in BIOS where may cause Improper Access Control by a local attacker....,LOW,L,L,True,AC
CVE-2024-33658,APTIOV contains a vulnerability in BIOS where an attacker may cause an Improper Restriction of Opera...,LOW,L,L,True,AC
CVE-2024-33660,An exploit is possible where an actor with physical access can manipulate SPI flash without being de...,LOW,L,L,True,AC
CVE-2024-37365,"A remote code execution vulnerability exists in the affected
product. The vulnerability allows users...",LOW,L,L,True,AC
CVE-2024-8074,Improper Privilege Management vulnerability in Nomysoft Informatics Nomysem allows Collect Data as P...,LOW,L,L,True,AC
CVE-2024-10923,Improper Neutralization of Input During Web Page Generation (XSS or 'Cross-site Scripting') vulnerab...,LOW,L,L,True,AC
CVE-2024-10943,"An
authentication bypass vulnerability exists in the affected product. The
vulnerability exists due ...",LOW,L,H,False,AC
CVE-2024-10944,"A Remote
Code Execution vulnerability exists in the affected product. The vulnerability requires
a h...",LOW,L,L,True,AC
CVE-2024-10945,A Local Privilege Escalation vulnerability exists in the affected product. The vulnerability require...,LOW,L,L,True,AC
CVE-2024-50336,matrix-js-sdk is a Matrix messaging protocol Client-Server SDK for JavaScript. matrix-js-sdk before ...,LOW,L,L,True,AC
CVE-2024-52010,Zoraxy is a general purpose HTTP reverse proxy and forwarding tool. A command injection vulnerabilit...,LOW,L,L,True,AC
CVE-2024-11138,A vulnerability classified as problematic has been found in DedeCMS 5.7.116. This affects an unknown...,LOW,L,L,True,AC
CVE-2024-8068,Privilege escalation to NetworkService Account access in Citrix Session Recording when an attacker i...,LOW,L,L,True,AC
CVE-2024-8069,Limited remote code execution with privilege of a NetworkService Account access in Citrix Session Re...,LOW,L,L,True,AC
CVE-2024-7516,A vulnerability in Brocade Fabric OS versions before 9.2.2 could allow man-in-the-middle attackers t...,HIGH,H,L,False,AC
CVE-2024-8534,Memory safety vulnerability leading to memory corruption and Denial of Service in NetScaler ADC and ...,LOW,L,L,True,AC
CVE-2024-8535,Authenticated user can access unintended user capabilities in NetScaler ADC and NetScaler Gateway if...,LOW,L,L,True,AC
CVE-2024-10217,"XSS Attack in mar.jar, Monitoring Archive Utility (MAR Utility), monitoringconsolecommon.jar in TIBC...",LOW,L,L,True,AC
CVE-2024-10218,"XSS Attack in mar.jar, Monitoring Archive Utility (MAR Utility), monitoringconsolecommon.jar in TIBC...",LOW,L,L,True,AC
CVE-2024-52301,"Laravel is a web application framework. When the register_argc_argv php directive is set to on , and...",LOW,L,L,True,AC
CVE-2024-11168,"The urllib.parse.urlsplit() and urlparse() functions improperly validated bracketed hosts (`[]`), al...",HIGH,H,L,False,AC
CVE-2024-8933,"CWE-924: Improper Enforcement of Message Integrity During Transmission in a Communication Channel
vu...",HIGH,H,L,False,AC
CVE-2024-10575,CWE-862: Missing Authorization vulnerability exists that could cause unauthorized access when enable...,LOW,L,L,True,AC
CVE-2024-21541,Versions of the package dom-iterator before 1.0.1 are vulnerable to Arbitrary Code Execution due to ...,LOW,L,L,True,AC
CVE-2024-8935,CWE-290: Authentication Bypass by Spoofing vulnerability exists that could cause a denial of service...,HIGH,H,L,False,AC
CVE-2024-8936,CWE-20: Improper Input Validation vulnerability exists that could lead to loss of confidentiality of...,HIGH,H,L,False,AC
CVE-2024-8937,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer vulnerability exist...,HIGH,H,L,False,AC
CVE-2024-8938,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer vulnerability exist...,HIGH,H,L,False,AC
CVE-2024-9409,CWE-400: An Uncontrolled Resource Consumption vulnerability exists that could cause the device to be...,LOW,L,L,True,AC
CVE-2024-8001,A vulnerability was found in VIWIS LMS 9.11. It has been classified as critical. Affected is an unkn...,LOW,L,L,True,AC
CVE-2022-45157,A vulnerability has been identified in the way that Rancher stores vSphere's CPI (Cloud Provider Int...,LOW,L,L,True,AC
CVE-2024-11165,An information disclosure vulnerability exists in the backup configuration process where the SAS tok...,HIGH,H,L,False,AC
CVE-2024-49504,grub2 allowed attackers with access to the grub shell to access files on the encrypted disks.,LOW,L,L,True,AC
CVE-2024-49505,A Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability...,LOW,L,L,True,AC
CVE-2024-49506,Insecure creation of temporary files allows local users on systems with non-default configurations t...,LOW,L,L,True,AC
CVE-2024-9477,Improper Neutralization of Input During Web Page Generation (XSS or 'Cross-site Scripting') vulnerab...,LOW,L,L,True,AC
CVE-2024-11175,A vulnerability was found in Public CMS 5.202406.d and classified as problematic. This issue affects...,LOW,L,L,True,AC
CVE-2024-52295,"DataEase is an open source data visualization analysis tool. Prior to 2.10.2, DataEase allows attack...",LOW,L,L,True,AC
CVE-2024-9476,A vulnerability in Grafana Labs Grafana OSS and Enterprise allows Privilege Escalation allows users ...,LOW,L,L,True,AC
CVE-2024-49379,Umbrel is a home server OS for self-hosting. The login functionality of Umbrel before version 1.2.2 ...,LOW,L,L,True,AC
CVE-2024-11193,"An information disclosure vulnerability exists in Yugabyte Anywhere, where the LDAP bind password is...",HIGH,H,L,False,AC
CVE-2024-21783,Integer overflow for some Intel(R) VPL software before version 24.1.4 may allow an authenticated use...,LOW,L,H,False,AC
CVE-2024-21799,Path traversal for some Intel(R) Extension for Transformers software before version 1.5 may allow an...,LOW,L,H,False,AC
CVE-2024-21808,Improper buffer restrictions in some Intel(R) VPL software before version 24.1.4 may allow an authen...,HIGH,H,H,True,AC
CVE-2024-21820,Incorrect default permissions in some Intel(R) Xeon(R) processor memory controller configurations wh...,HIGH,H,H,True,AC
CVE-2024-21850,Sensitive information in resource not removed before reuse in some Intel(R) TDX Seamldr module softw...,LOW,L,H,False,AC
CVE-2024-21853,Improper finite state machines (FSMs) in the hardware logic in some 4th and 5th Generation Intel(R) ...,HIGH,H,L,False,AC
CVE-2024-22185,Time-of-check Time-of-use Race Condition in some Intel(R) processors with Intel(R) ACTM may allow a ...,HIGH,H,H,True,AC
CVE-2024-23198,Improper input validation in firmware for some Intel(R) PROSet/Wireless Software and Intel(R) Killer...,LOW,L,L,True,AC
CVE-2024-23312,Uncontrolled search path for some Intel(R) Binary Configuration Tool software for Windows before ver...,HIGH,H,H,True,AC
CVE-2024-23918,Improper conditions check in some Intel(R) Xeon(R) processor memory controller configurations when u...,LOW,L,H,False,AC
CVE-2024-23919,Improper buffer restrictions in some Intel(R) Graphics software may allow an authenticated user to p...,LOW,L,H,False,AC
CVE-2024-24984,Improper input validation for some Intel(R) Wireless Bluetooth(R) products for Windows before versio...,LOW,L,L,True,AC
CVE-2024-24985,Exposure of resource to wrong sphere in some Intel(R) processors with Intel(R) ACTM may allow a priv...,HIGH,H,H,True,AC
CVE-2024-25563,Improper initialization in firmware for some Intel(R) PROSet/Wireless Software and Intel(R) Killer(T...,LOW,L,L,True,AC
CVE-2024-25565,Insufficient control flow management in UEFI firmware for some Intel(R) Xeon(R) Processors may allow...,LOW,L,L,True,AC
CVE-2024-25647,Incorrect default permissions for some Intel(R) Binary Configuration Tool software for Windows befor...,HIGH,H,H,True,AC
CVE-2024-26017,Uncontrolled search path in some Intel(R) Rendering Toolkit software before version 2024.1.0 may all...,HIGH,H,H,True,AC
CVE-2024-27200,Improper access control in some Intel(R) Granulate(TM) software before version 4.30.1 may allow a au...,LOW,L,H,False,AC
CVE-2024-28028,Improper input validation in some Intel(R) Neural Compressor software before version v3.0 may allow ...,HIGH,H,H,True,AC
CVE-2024-28030,NULL pointer dereference in some Intel(R) VPL software before version 24.1.4 may allow an authentica...,HIGH,H,L,False,AC
CVE-2024-28049,Improper input validation in firmware for some Intel(R) PROSet/Wireless Software and Intel(R) Killer...,LOW,L,L,True,AC
CVE-2024-28051,Out-of-bounds read in some Intel(R) VPL software before version 24.1.4 may allow an authenticated us...,HIGH,H,H,True,AC
CVE-2024-28169,Cleartext transmission of sensitive information for some BigDL software maintained by Intel(R) befor...,HIGH,H,H,True,AC
CVE-2024-28881,Uncontrolled search path for some Intel(R) Fortran Compiler Classic software before version 2021.13 ...,HIGH,H,H,True,AC
CVE-2024-28885,Observable discrepancy in some Intel(R) QAT Engine for OpenSSL software before version v1.6.1 may al...,HIGH,H,H,True,AC
CVE-2024-28950,Uncontrolled search path for some Intel(R) oneAPI Math Kernel Library software for Windows before ve...,HIGH,H,H,True,AC
CVE-2024-28952,Uncontrolled search path for some Intel(R) IPP software for Windows before version 2021.12.0 may all...,HIGH,H,H,True,AC
CVE-2024-29076,Uncaught exception for some Intel(R) CST software before version 8.7.10803 may allow an authenticate...,LOW,L,L,True,AC
CVE-2024-29077,Improper access control in some JAM STAPL Player software before version 2.6.1 may allow an authenti...,HIGH,H,H,True,AC
CVE-2024-29079,Insufficient control flow management in some Intel(R) VROC software before version 8.6.0.3001 may al...,LOW,L,H,False,AC
CVE-2024-29083,Incorrect default permissions in some Intel(R) Distribution for Python software before version 2024....,HIGH,H,H,True,AC
CVE-2024-29085,Improper access control for some BigDL software maintained by Intel(R) before version 2.5.0 may allo...,LOW,L,H,False,AC
CVE-2024-31074,Observable timing discrepancy in some Intel(R) QAT Engine for OpenSSL software before version v1.6.1...,HIGH,H,H,True,AC
CVE-2024-31154,Improper input validation in UEFI firmware for some Intel(R) Server S2600BPBR may allow a privileged...,HIGH,H,H,True,AC
CVE-2024-31158,Improper input validation in UEFI firmware in some Intel(R) Server Board S2600BP Family may allow a ...,LOW,L,H,False,AC
CVE-2024-31407,Uncontrolled search path in some Intel(R) High Level Synthesis Compiler software for Intel(R) Quartu...,HIGH,H,H,True,AC
CVE-2024-32044,Improper access control for some Intel(R) Arc(TM) Pro Graphics for Windows drivers before version 31...,HIGH,H,H,True,AC
CVE-2024-32048,Improper input validation in the Intel(R) Distribution of OpenVINO(TM) Model Server software before ...,LOW,L,L,True,AC
CVE-2024-32483,Improper access control for some Intel(R) EMA software before version 1.13.1.0 may allow an authenti...,LOW,L,H,False,AC
CVE-2024-32485,Improper Input Validation in some Intel(R) VROC software before version 8.6.0.2003 may allow an auth...,LOW,L,L,True,AC
CVE-2024-32667,Out-of-bounds read for some OpenCL(TM) software may allow an authenticated user to potentially enabl...,LOW,L,L,True,AC
CVE-2024-33611,Improper input validation for some Intel(R) PROSet/Wireless WiFi software for Windows before version...,LOW,L,L,True,AC
CVE-2024-33617,Insufficient control flow management in some Intel(R) QAT Engine for OpenSSL software before version...,HIGH,H,L,False,AC
CVE-2024-33624,Improper input validation for some Intel(R) PROSet/Wireless WiFi software for Windows before version...,LOW,L,L,True,AC
CVE-2024-34022,Improper Access Control in some Thunderbolt(TM) Share software before version 1.0.49.9 may allow an ...,HIGH,H,H,True,AC
CVE-2024-34023,Untrusted pointer dereference in some Intel(R) Graphics Drivers may allow an authenticated user to p...,LOW,L,H,False,AC
CVE-2024-34028,Uncontrolled search path in some Intel(R) Graphics Offline Compiler for OpenCL(TM) Code software for...,HIGH,H,H,True,AC
CVE-2024-34164,Uncontrolled search path element in some Intel(R) MAS software before version 2.5 may allow an authe...,HIGH,H,H,True,AC
CVE-2024-34165,Uncontrolled search path in some Intel(R) oneAPI DPC++/C++ Compiler before version 2024.2 may allow ...,HIGH,H,H,True,AC
CVE-2024-34167,Uncontrolled search path for the Intel(R) Server Board S2600ST Family BIOS and Firmware Update softw...,HIGH,H,H,True,AC
CVE-2024-34170,Improper buffer restrictions in some Intel(R) Graphics Drivers may allow an authenticated user to po...,LOW,L,L,True,AC
CVE-2024-34776,Out-of-bounds write in some Intel(R) SGX SDK software may allow an authenticated user to potentially...,HIGH,H,H,True,AC
CVE-2024-35201,Incorrect default permissions in the Intel(R) SDP Tool for Windows software all versions may allow a...,HIGH,H,H,True,AC
CVE-2024-35245,Uncontrolled search path element in some Intel(R) PROSet/Wireless WiFi software for Windows before v...,HIGH,H,H,True,AC
CVE-2024-36242,Protection mechanism failure in the SPP for some Intel(R) Processors may allow an authenticated user...,LOW,L,H,False,AC
CVE-2024-36245,Uncontrolled search path element in some Intel(R) VTune(TM) Profiler software before version 2024.2....,HIGH,H,H,True,AC
CVE-2024-36253,Uncontrolled search path in the Intel(R) SDP Tool for Windows software all version may allow an auth...,HIGH,H,H,True,AC
CVE-2024-36275,NULL pointer dereference in some Intel(R) Optane(TM) PMem Management software versions before CR_MGM...,LOW,L,L,True,AC
CVE-2024-36276,Insecure inherited permissions for some Intel(R) CIP software before version 2.4.10852 may allow an ...,HIGH,H,H,True,AC
CVE-2024-36282,Improper input validation in the Intel(R) Server Board S2600ST Family BIOS and Firmware Update softw...,LOW,L,H,False,AC
CVE-2024-36284,Improper input validation in some Intel(R) Neural Compressor software before version v3.0 may allow ...,LOW,L,H,False,AC
CVE-2024-36294,Insecure inherited permissions for some Intel(R) DSA software before version 24.3.26.8 may allow an ...,HIGH,H,H,True,AC
CVE-2024-36482,Improper input validation in some Intel(R) CIP software before version 2.4.10852 may allow a privile...,LOW,L,H,False,AC
CVE-2024-36488,Improper Access Control in some Intel(R) DSA before version 24.3.26.8 may allow an authenticated use...,LOW,L,H,False,AC
CVE-2024-37024,Uncontrolled search path for some ACAT software maintained by Intel(R) for Windows before version 3....,HIGH,H,H,True,AC
CVE-2024-37025,Incorrect execution-assigned permissions in some Intel(R) Advanced Link Analyzer Standard Edition so...,HIGH,H,H,True,AC
CVE-2024-37027,Improper Input validation in some Intel(R) VTune(TM) Profiler software before version 2024.2.0 may a...,LOW,L,L,True,AC
CVE-2024-38383,Uncontrolled search path for some Intel(R) Quartus(R) Prime Pro Edition software for Windows before ...,HIGH,H,H,True,AC
CVE-2024-38387,Uncontrolled search path in the Intel(R) Graphics Driver installers for versions 15.40 and 15.45 may...,HIGH,H,H,True,AC
CVE-2024-38660,Protection mechanism failure in the SPP for some Intel(R) Xeon(R) processor family (E-Core) may allo...,LOW,L,H,False,AC
CVE-2024-38665,Out-of-bounds write in some Intel(R) Graphics Drivers may allow an authenticated user to potentially...,LOW,L,H,False,AC
CVE-2024-38668,Uncontrolled search path for some Intel(R) Quartus(R) Prime Standard Edition software for Windows be...,HIGH,H,H,True,AC
CVE-2024-39285,Improper access control in UEFI firmware in some Intel(R) Server M20NTP Family may allow a privilege...,HIGH,H,H,True,AC
CVE-2024-39368,Improper neutralization of special elements used in an SQL command ('SQL Injection') in some Intel(R...,LOW,L,L,True,AC
